full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,sub_area,area_m,green_zone_part,indust_part,preschool,school,healthcare,shopping,office,radiation,detention,young,work,elder,0_6_age,7_14_age,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,mkad_km,kremlin_km,green_part_1000,prom_part_1000,office_count_1000,trc_count_1000,leisure_count_1000,price_doc
36,22.0,7.0,9.0,brick,1963.0,2.0,7.0,Juzhnoe Tushino,7887684.174,0.222646321,0.18878376600000002,3,4,0,1,4,no,no,12906,65729,25799,5989,6137,5.103151359,2.647857416,30.87226002,2.572688335,3.669734332,13.5271693,5.45,23.75,0,0,0,6650000
38,19.0,13.0,17.0,panel,,1.0,8.0,Brateevo,7587523.226,0.398794394,0.0,6,6,0,5,0,yes,no,12551,69792,20247,6273,5562,0.56269512,0.150052034,1.800624414,0.150052034,2.942332586,14.93087473,26.2,0.0,0,4,0,6400000
74,46.0,12.0,16.0,panel,1975.0,3.0,10.0,Orehovo-Borisovo Severnoe,7462269.562999999,0.38709985399999997,0.007720281999999999,6,6,0,4,2,no,no,10079,83861,35267,4669,4788,2.1737677890000002,1.2605555940000002,14.67583932,1.22298661,2.8524472989999996,15.94810484,7.18,1.83,2,4,0,11600000
58,32.0,9.0,14.0,panel,2000.0,2.0,10.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,1.605978537,0.7879927940000001,9.455913523,0.7879927940000001,5.538932149,23.87985344,28.79,0.0,0,0,0,9150000
44,30.0,3.0,5.0,panel,1961.0,2.0,5.0,Cheremushki,5467178.308999999,0.055779365,0.1363303,4,5,3,6,10,yes,no,12524,65782,24312,5628,6141,0.475113059,0.141877007,1.702524089,0.141877007,7.052047786,9.239922305,7.68,0.57,4,3,1,7400000
37,19.0,12.0,17.0,panel,2004.0,1.0,6.0,Chertanovo Juzhnoe,9282438.657,0.153279465,0.127375905,6,7,3,9,3,no,no,17830,93309,32522,8356,8429,2.001069901,1.325464296,15.90557155,1.325464296,1.556610825,17.68245819,0.98,58.31,0,3,0,5900000
39,17.0,4.0,17.0,panel,2008.0,1.0,8.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,2.35648241,1.8851859340000001,22.62223121,1.8851859340000001,3.195473973,22.19658955,32.49,0.0,0,0,0,5850000
38,19.0,5.0,16.0,panel,1982.0,1.0,8.0,Chertanovo Central'noe,6879019.637999999,0.061476659,0.282797669,5,5,0,6,2,no,no,16719,68254,27248,7104,8667,2.12470002,1.556603536,18.67924243,1.556603536,4.947264763,14.43302281,3.54,64.05,1,0,0,6770000
56,34.0,7.0,8.0,brick,1956.0,2.0,8.0,Filevskij Park,9629358.472000001,0.34375398799999995,0.23861713,5,5,3,6,6,yes,no,8294,65115,16058,3903,3889,1.6536499869999999,1.3229199759999999,12.06665182,1.005554318,8.994714562999999,6.118392657,5.11,23.65,2,1,0,13000000
39,21.0,1.0,14.0,panel,1984.0,1.0,8.0,Orehovo-Borisovo Severnoe,7462269.562999999,0.38709985399999997,0.007720281999999999,6,6,0,4,2,no,no,10079,83861,35267,4669,4788,2.8475262569999997,1.456081521,17.47297825,1.456081521,3.957684214,14.91077525,43.39,0.0,0,1,0,6000000
37,19.0,15.0,16.0,panel,1976.0,1.0,8.0,Levoberezhnoe,6424173.859,0.216360617,0.060753049,2,2,0,7,2,yes,no,5836,31832,13787,2672,2787,2.831306577,1.769007174,21.22808609,1.769007174,0.9785755970000001,16.34026187,18.03,6.36,0,3,0,6600000
43,17.0,13.0,24.0,mass concrete,2012.0,1.0,9.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,2.88504022,2.154004921,26.09988933,2.174990777,2.5158567830000003,18.49202024,21.93,10.6,0,0,0,4771600
50,35.0,3.0,9.0,panel,1972.0,2.0,6.0,Ivanovskoe,10207215.1,0.512707469,0.00016967599999999998,7,8,1,1,0,yes,no,12919,77612,32331,6027,5992,5.191636524,3.589184035,42.54384642,3.545320535,0.55454861,13.47366549,7.44,0.62,0,1,0,6500000
32,18.0,9.0,9.0,panel,1970.0,1.0,6.0,Chertanovo Central'noe,6879019.637999999,0.061476659,0.282797669,5,5,0,6,2,no,no,16719,68254,27248,7104,8667,0.9060323229999999,0.41162066700000005,4.939448005,0.41162066700000005,3.620083702,15.36448238,9.48,0.57,1,5,0,5400000
49,31.0,3.0,12.0,breezeblock,1968.0,2.0,9.0,Novogireevo,4395332.782,0.063755213,0.038692987000000005,4,4,2,5,1,yes,no,13523,56908,24130,6120,6533,2.432997184,0.987427692,9.146062393,0.762171866,3.1919768019999997,10.53664305,9.05,4.68,1,1,0,7800000
45,30.0,3.0,5.0,panel,1964.0,2.0,5.0,Rjazanskij,6377883.078,0.017855768,0.333891544,6,6,0,0,1,no,no,12842,62215,26925,5408,6564,2.191425136,1.449274545,17.81433744,1.48452812,3.761412661,10.34991862,2.4,24.46,0,0,1,6400000
42,28.0,9.0,9.0,brick,1965.0,2.0,5.0,Dmitrovskoe,7126815.285,0.125881935,0.458174486,4,4,1,5,1,no,no,9604,61600,16509,4533,4439,6.024898781,6.865635285,51.71696069,4.309746724,0.957758615,16.57302216,9.19,50.36,1,3,0,6400000
35,16.0,9.0,9.0,brick,1978.0,1.0,7.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,2.687160305,1.455908319,17.47089983,1.455908319,3.276036202,12.16958225,0.0,46.12,2,2,0,5730000
55,37.0,1.0,9.0,panel,2012.0,3.0,6.0,Losinoostrovskoe,5361326.947,0.197068419,0.036122292,3,4,1,1,0,yes,no,9111,49063,22743,4169,4378,5.738403691,3.9307815689999996,47.16937883,3.9307815689999996,0.897789805,15.07712172,11.5,0.0,0,1,0,4866400
31,15.0,4.0,12.0,panel,1969.0,1.0,6.0,Severnoe Tushino,9249237.174,0.374067926,0.0,5,5,3,5,0,no,no,22961,93843,39573,10190,11319,2.649819264,1.836851819,22.04222183,1.836851819,2.244097295,15.71897614,17.72,3.87,1,2,0,6100000
39,23.0,12.0,12.0,breezeblock,1966.0,2.0,6.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,2.589673211,0.889495633,10.6739476,0.889495633,2.0525703419999997,13.459571599999999,8.97,1.3,0,0,0,6700000
98,63.0,8.0,18.0,panel,1982.0,4.0,10.0,Lomonosovskoe,3326418.7410000004,0.051880656,0.0,5,7,1,1,4,no,no,10333,49242,24269,4688,5027,3.091394655,1.938183367,22.00465777,1.833721481,5.9057283929999995,10.05632685,16.11,12.14,6,2,0,19850000
97,62.0,2.0,9.0,panel,1997.0,4.0,11.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,2.615014246,1.040259848,12.48311818,1.040259848,5.630587629,24.23747421,17.86,0.0,0,0,0,13000000
34,18.0,2.0,16.0,breezeblock,1988.0,1.0,9.0,Koptevo,4787424.272,0.03845587,0.12209034699999999,4,6,4,0,7,no,no,13901,59120,23938,6507,6566,2.05782779,1.181288447,13.79163231,1.149302692,5.959862957,10.92450393,6.28,32.66,4,0,0,6100000
52,31.0,6.0,16.0,panel,1977.0,2.0,8.0,Caricyno,8287309.438999999,0.07111974900000001,0.265088676,4,5,3,2,0,yes,no,11908,84387,29059,5797,5288,2.169768405,1.404912621,15.34598152,1.278831793,5.816984872999999,13.76681959,9.0,12.38,0,1,0,9200000
56,37.0,3.0,9.0,panel,1975.0,3.0,5.0,Staroe Krjukovo,4389199.094,0.033225884,0.13012277,2,3,0,0,0,no,no,4203,16577,7757,1908,1986,27.509055800000002,22.25281101,265.3941636,22.1161803,18.98264432,37.17678329,15.47,0.16,0,1,1,6900000
42,28.0,8.0,9.0,brick,1968.0,2.0,5.0,Mozhajskoe,16861532.79,0.069670879,0.130617806,6,6,1,9,9,yes,no,20725,82808,28816,9005,10418,4.962280608,3.44477596,31.82729194,2.6522743280000003,2.333218436,12.44331179,3.23,0.17,0,3,0,1400000
38,19.0,13.0,14.0,panel,2009.0,1.0,7.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,2.344308903,1.487391216,14.54131109,1.2117759240000001,3.3759699660000004,12.09197182,0.48,40.91,1,2,0,3000000
52,34.0,2.0,9.0,panel,1977.0,3.0,6.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,2.435933189,1.1407057040000002,12.68373805,1.056978171,1.2217665229999999,17.05643971,26.27,0.0,0,4,0,8000000
37,21.0,2.0,9.0,panel,1977.0,1.0,6.0,Juzhnoe Medvedkovo,3879802.193,0.157331846,0.23220508399999998,4,4,0,3,1,no,yes,10412,52793,18775,4926,4860,3.290042516,2.226950392,26.45256441,2.2043803680000003,3.135805892,12.74023781,23.37,5.6,2,3,0,5800000
45,28.0,7.0,12.0,breezeblock,1967.0,2.0,5.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,1.221774469,0.977419568,4.959796877,0.413316406,3.203998508,10.5514103,2.82,0.16,0,0,0,8000000
60,41.0,1.0,9.0,panel,1977.0,3.0,6.0,Zjablikovo,4602089.659,0.11415706099999999,0.0,4,5,0,5,0,no,yes,18221,82231,29777,8450,8647,1.425014918,0.5465316410000001,6.558379694,0.5465316410000001,1.3802376090000001,16.79491512,11.44,0.0,0,2,0,10000000
110,55.0,3.0,22.0,panel,2007.0,3.0,17.0,Fili Davydkovo,6982964.492000001,0.348985814,0.0,5,7,2,5,1,yes,no,15500,65613,30261,7116,7425,5.589318176,3.4156884919999997,46.24251544,3.8535429530000003,4.077031319,10.38610777,22.92,0.55,1,3,1,25400000
68,46.0,15.0,16.0,panel,1979.0,3.0,7.0,Alekseevskoe,5234028.171,0.044073572000000005,0.20014680199999998,3,3,2,0,8,yes,no,8186,52919,17313,3761,3975,0.757168713,0.45245001,5.429400116,0.45245001,9.880121974,5.919794419,0.27,30.22,8,0,0,13400000
53,27.0,2.0,5.0,panel,1989.0,2.0,8.0,Troickij okrug,16315230.22,0.375973778,0.07542368,0,0,0,0,0,no,no,6363,24009,9501,2870,3097,22.77651686,18.80145497,225.6174596,18.80145497,17.3872548,34.50811806,10.07,4.92,0,0,0,5600000
38,19.0,7.0,12.0,panel,2000.0,1.0,7.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,2.255277676,1.398017436,16.77620923,1.398017436,4.308560053,13.04117052,13.12,0.0,1,4,0,6200000
43,25.0,5.0,5.0,breezeblock,1959.0,2.0,6.0,Bogorodskoe,8659075.461000001,0.41686645200000005,0.069660344,7,9,1,2,4,yes,no,13897,59366,31147,7103,6119,2.376135325,0.943778332,10.13905577,0.844921314,6.050008841,9.044191231000001,7.6,4.87,0,0,1,6300000
80,45.0,11.0,17.0,panel,2001.0,3.0,12.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,2.7185334169999997,1.957594399,21.86441674,1.8220347280000002,3.671570819,13.70669829,15.53,0.0,0,4,0,13750000
43,26.0,5.0,5.0,brick,1963.0,2.0,5.0,Ljublino,17881913.61,0.260652636,0.13321533300000002,10,13,3,4,3,yes,yes,23651,107626,34450,10809,11395,1.915674281,1.2482211220000001,14.97865347,1.2482211220000001,4.805377429,11.15883439,22.0,0.0,0,1,0,6200000
120,62.0,15.0,28.0,mass concrete,2011.0,3.0,18.0,Pokrovskoe Streshnevo,13089795.79,0.183968555,0.150817539,2,4,4,5,4,yes,no,6931,33149,13706,3051,3433,3.2486683519999997,2.401552277,31.26442712,2.605368926,4.3818097,12.03633369,38.42,0.0,1,1,0,18000000
75,44.0,21.0,22.0,panel,1988.0,3.0,9.0,Mozhajskoe,16861532.79,0.069670879,0.130617806,6,6,1,9,9,yes,no,20725,82808,28816,9005,10418,7.434831547999999,4.740539462,55.8340721,4.652839342,0.216317614,14.49545809,5.15,0.0,4,4,1,12600000
115,72.0,12.0,17.0,panel,1990.0,4.0,12.0,Taganskoe,8087656.379,0.048011029000000004,0.007658515,5,10,3,19,56,yes,no,14715,71253,30774,6694,7077,0.458981986,0.205266084,2.463193006,0.205266084,10.89543154,3.2632340760000003,5.47,0.0,8,7,3,24500000
72,43.0,19.0,21.0,breezeblock,1991.0,3.0,8.0,Pechatniki,18445806.5,0.030696592999999998,0.42882581799999997,5,5,0,2,8,yes,yes,10341,51393,21635,4615,5011,4.07292594,2.156413991,25.87696789,2.156413991,7.182149132,9.899316672000001,8.95,0.09,0,0,0,10700000
92,54.0,3.0,17.0,mass concrete plus brick,2005.0,3.0,12.0,Juzhnoportovoe,4579593.033,0.040431201,0.21843974,2,2,4,7,6,no,no,9458,44334,17923,4407,4472,1.5689456730000002,1.03827744,12.45932927,1.03827744,10.27627224,4.95181401,3.8,11.24,7,5,1,10400000
35,19.0,2.0,12.0,breezeblock,1969.0,2.0,9.0,Basmannoe,8398460.622000001,0.015233743999999999,0.037316452,7,9,4,10,93,yes,no,13368,68043,26760,5706,6748,1.427013275,1.1416106190000002,4.607132181,0.38392768200000005,10.15551232,4.2280256430000005,8.75,0.0,23,5,4,8600000
29,18.0,1.0,9.0,brick,1965.0,1.0,5.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,1.338899291,1.071119417,11.48415027,0.957012523,2.121795263,13.44387339,15.46,6.7,0,0,0,4700000
78,44.0,9.0,9.0,panel,2007.0,3.0,11.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,3.0163140889999998,1.8275101669999998,21.93012201,1.8275101669999998,3.358293759,22.36021601,24.29,0.0,0,0,0,10500000
38,19.0,7.0,17.0,panel,1984.0,1.0,8.0,Kuncevo,52351766.54,0.070662054,0.035145267,7,8,0,3,3,yes,no,19784,85551,37127,9347,9292,2.801328107,1.681365119,20.17638143,1.681365119,2.3149430840000003,12.53315481,2.21,6.35,1,1,0,7400000
39,20.0,1.0,12.0,panel,1979.0,1.0,8.0,Otradnoe,10053051.74,0.09627019699999999,0.300322518,4,4,1,9,6,yes,no,21400,112133,41985,9753,10311,2.9628145530000003,1.715031721,17.86850703,1.489042252,5.223570836,10.97860911,7.82,31.94,1,2,0,990000
54,34.0,5.0,9.0,brick,1958.0,2.0,9.0,Gagarinskoe,5540725.595,0.26817719100000004,0.0,4,6,0,4,2,yes,no,7850,46884,21936,3704,3684,1.875589313,1.44526947,16.63476477,1.3862303969999998,9.731347834,5.807476165,22.69,11.55,4,2,0,11800000
40,23.0,12.0,14.0,breezeblock,1973.0,2.0,5.0,Veshnjaki,10518366.87,0.334905313,0.012338886,6,7,2,4,1,no,no,11729,74032,33184,5208,5776,2.9530671510000004,1.657363347,19.31231154,1.609359295,0.37325123600000004,13.54642787,2.26,4.1,1,3,1,6500000
41,20.0,4.0,14.0,panel,1989.0,1.0,8.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,2.025982145,1.133920866,10.91078866,0.909232388,4.611837876,13.18719744,16.08,1.91,1,3,0,3000000
38,19.0,14.0,19.0,panel,2000.0,1.0,10.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,1.955874435,1.102378439,13.22854126,1.102378439,4.9213427460000005,12.4635216,13.01,0.8,1,3,0,6700000
75,46.0,15.0,17.0,panel,1987.0,3.0,1.0,Novokosino,3707575.212,0.030566196,0.041365446,5,5,1,4,0,no,no,11940,73158,18648,5539,5569,2.164011374,1.015538837,12.18646604,1.015538837,1.462698742,15.22458517,22.12,8.04,0,2,0,2000000
41,20.0,7.0,12.0,panel,1985.0,1.0,8.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,1.755302519,1.200410571,14.40492685,1.200410571,4.474344336000001,9.254280551,8.68,27.47,6,1,0,6050000
33,18.0,3.0,9.0,panel,1970.0,1.0,7.0,Veshnjaki,10518366.87,0.334905313,0.012338886,6,7,2,4,1,no,no,11729,74032,33184,5208,5776,1.6181590000000001,1.0768956490000001,12.92274779,1.0768956490000001,1.583438271,12.38679901,1.89,0.06,0,3,0,5450000
38,19.0,11.0,14.0,breezeblock,1971.0,1.0,9.0,Matushkino,4708040.47,0.27170151600000003,0.31019913,3,4,0,0,1,no,no,5572,22413,10090,2448,2748,29.85391448,25.52048972,299.25537210000005,24.93794767,20.00850575,38.14873624,25.15,21.07,0,0,0,3900000
47,30.0,7.0,12.0,panel,1977.0,2.0,6.0,Zjablikovo,4602089.659,0.11415706099999999,0.0,4,5,0,5,0,no,yes,18221,82231,29777,8450,8647,1.3688689809999999,0.466495816,5.597949787999999,0.466495816,2.077077186,15.98006877,12.58,0.0,0,3,0,7700000
46,29.0,3.0,5.0,panel,1965.0,2.0,5.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,3.014786449,1.870502451,22.44602942,1.870502451,4.810276226,8.92543249,9.49,16.94,4,1,0,6300000
44,28.0,4.0,12.0,panel,1970.0,2.0,6.0,Jaroslavskoe,8338438.453,0.037753826000000004,0.127811589,4,6,1,3,5,no,no,14309,58882,21045,5991,7287,6.711134095,5.137856995,30.14911806,2.512426505,4.426558554,11.4461089,13.48,29.57,2,1,0,6690000
54,32.0,6.0,16.0,panel,1977.0,2.0,9.0,Lianozovo,5646405.14,0.258663383,0.101872465,5,5,3,3,3,yes,no,10019,51295,18262,4857,4583,2.410829772,1.8123627530000002,14.806122699999998,1.233843558,0.892695454,16.61625514,33.17,0.0,1,4,0,8850000
31,18.0,2.0,5.0,brick,1962.0,1.0,6.0,Fili Davydkovo,6982964.492000001,0.348985814,0.0,5,7,2,5,1,yes,no,15500,65613,30261,7116,7425,0.971201798,0.587864712,7.054376541,0.587864712,6.216639888,8.639121892,32.34,0.0,0,1,0,6350000
43,29.0,5.0,5.0,brick,1965.0,2.0,5.0,Nagornoe,5293464.965,0.023464016,0.195781053,4,8,3,2,6,no,no,10600,49882,17396,4713,5212,0.0,0.0,0.0,0.0,11.39717247,6.578362291,2.74,23.15,5,1,0,6750000
47,31.0,1.0,12.0,breezeblock,1967.0,2.0,8.0,Preobrazhenskoe,5586342.585,0.086219843,0.040242764,2,3,3,1,11,no,no,7385,51951,24166,3381,3478,0.911341272,0.591669279,7.100031346000001,0.591669279,7.873847661,7.306331768,3.27,4.55,11,2,0,7550000
63,33.0,11.0,12.0,panel,2005.0,2.0,12.0,Kosino-Uhtomskoe,14883622.34,0.024444186,0.158249043,4,5,1,0,0,yes,no,13954,49242,8935,7567,5731,1.6189370369999998,1.0683227020000001,12.81987242,1.0683227020000001,3.489306938,17.50821293,5.33,7.24,0,0,0,9000000
63,44.0,9.0,12.0,panel,1980.0,3.0,6.0,Severnoe Tushino,9249237.174,0.374067926,0.0,5,5,3,5,0,no,no,22961,93843,39573,10190,11319,1.483328645,0.567089608,6.8050752910000005,0.567089608,2.352185811,15.79775257,7.09,0.0,1,3,1,9900000
41,21.0,14.0,14.0,panel,1990.0,1.0,8.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,4.694364906000001,3.204839537,38.45807445,3.204839537,0.281532047,15.21118917,17.19,1.6,0,1,0,6500000
43,18.0,2.0,10.0,panel,2013.0,1.0,8.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,5.2960616510000005,6.2639694089999995,62.87999674,5.239999728,7.4417125,22.69314038,23.9,9.8,0,0,0,3265882
31,17.0,3.0,5.0,panel,1965.0,1.0,5.0,Novogireevo,4395332.782,0.063755213,0.038692987000000005,4,4,2,5,1,yes,no,13523,56908,24130,6120,6533,1.468904541,0.730336323,8.764035872000001,0.730336323,3.1496146260000004,10.57941648,7.92,4.84,0,1,0,5350000
42,27.0,9.0,9.0,panel,1974.0,2.0,5.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,0.075790042,0.100455735,7,7,1,6,0,no,no,13595,104635,27346,5594,7227,2.9202188089999996,1.938680617,21.50413884,1.79201157,1.480059726,17.384142,5.04,6.85,0,3,0,6750000
45,28.0,5.0,5.0,panel,1963.0,2.0,5.0,Poselenie Sosenskoe,66772450.69,0.336176896,0.072157581,0,0,0,0,1,no,no,1370,6127,2056,656,629,7.529438927999999,6.204441673,74.45330007,6.204441673,3.4775913519999997,21.4013716,1.42,11.44,0,0,0,4900000
116,78.0,5.0,8.0,brick,2008.0,4.0,14.0,Hamovniki,10071560.22,0.048790575999999995,0.0,5,8,5,5,87,yes,no,14868,61102,26756,6374,7538,0.7423665290000001,0.593893228,3.52723558,0.293936298,9.789732166,4.487645211,5.63,0.0,10,0,1,30000000
60,43.0,8.0,9.0,panel,1971.0,3.0,6.0,Veshnjaki,10518366.87,0.334905313,0.012338886,6,7,2,4,1,no,no,11729,74032,33184,5208,5776,2.922389986,2.112918877,25.35502652,2.112918877,0.833728274,12.89787249,4.82,0.0,0,2,0,7400000
80,44.0,22.0,22.0,panel,1995.0,3.0,9.0,Altuf'evskoe,3294351.983,0.024332829,0.298204575,2,3,1,3,3,yes,no,8140,34611,12374,3559,4048,4.199144245,3.1006547139999996,23.85461841,1.9878848669999998,2.9890852999999997,14.18659753,3.42,26.96,5,4,0,11800000
94,51.0,8.0,14.0,panel,2004.0,3.0,11.0,Kuz'minki,7984443.568,0.372734826,0.000995363,8,8,1,5,1,yes,no,16405,93811,32027,7753,7651,2.567494185,0.7581544990000001,10.00289201,0.833574334,4.650961099,9.834374484,8.12,0.0,0,5,0,17400000
43,18.0,16.0,17.0,panel,2013.0,1.0,8.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,5.400335347,6.347388344,63.88102396,5.323418663,7.277380354,22.52545225,29.62,8.11,0,0,0,3000000
38,21.0,7.0,12.0,breezeblock,1965.0,2.0,6.0,Horoshevo-Mnevniki,18036436.51,0.232080423,0.111627393,4,5,2,3,8,yes,yes,24814,100601,41388,10955,12238,3.942584493,2.9681745669999997,35.29653665,2.941378054,5.1116424689999995,10.29810326,2.95,11.48,5,0,0,1000000
50,29.0,1.0,9.0,panel,1970.0,2.0,9.0,Vostochnoe Izmajlovo,3799999.352,0.232655892,0.14966637300000002,2,3,4,1,2,yes,no,10530,48790,16988,5096,4789,2.112130507,0.661643445,7.939721341,0.661643445,2.412449787,12.13105859,33.83,0.0,1,3,0,8965000
58,37.0,8.0,9.0,panel,1976.0,3.0,7.0,Pokrovskoe Streshnevo,13089795.79,0.183968555,0.150817539,2,4,4,5,4,yes,no,6931,33149,13706,3051,3433,1.989502396,1.475533056,17.70639667,1.475533056,3.434672197,12.98368443,4.3,9.54,2,2,0,10400000
74,45.0,12.0,23.0,panel,1987.0,3.0,10.0,Nagatinskij Zaton,9589336.912,0.37260204399999997,0.049637257000000004,5,8,1,3,0,no,no,15727,70194,29431,6880,7759,4.013386399,2.3818671940000002,28.58240633,2.3818671940000002,9.107675768,7.793966706,22.41,6.98,0,1,0,14000000
93,55.0,7.0,19.0,mass concrete plus brick,2002.0,3.0,13.0,Koptevo,4787424.272,0.03845587,0.12209034699999999,4,6,4,0,7,no,no,13901,59120,23938,6507,6566,2.390654794,1.364667675,15.78123025,1.31510252,6.576580481000001,10.30772487,21.72,5.36,0,0,0,19200000
45,28.0,5.0,9.0,brick,1972.0,2.0,5.0,Savelovskoe,2641243.496,0.015899966,0.051942062000000004,2,2,2,0,7,no,no,8583,35405,14007,4119,4017,1.828015224,0.769954545,7.36982329,0.614151941,12.07080322,4.812833717,2.08,22.67,23,1,0,9000000
30,18.0,5.0,5.0,brick,1965.0,1.0,5.0,Donskoe,5686537.395,0.073520961,0.0006991189999999999,1,2,0,3,24,yes,no,7033,28737,12669,3229,3369,1.851417324,1.257476691,15.08813084,1.257344237,11.91101897,4.424490683,8.44,0.0,11,3,1,5450000
43,31.0,3.0,5.0,brick,1960.0,2.0,5.0,Presnenskoe,11638050.15,0.068202173,0.042031587,7,9,2,5,84,yes,no,14906,75357,33017,7125,6856,2.414689778,1.6798985969999998,20.15878317,1.6798985969999998,10.84527428,4.551818747,7.73,12.12,13,0,0,990000
64,33.0,8.0,17.0,panel,2005.0,2.0,13.0,Taganskoe,8087656.379,0.048011029000000004,0.007658515,5,10,3,19,56,yes,no,14715,71253,30774,6694,7077,1.02824243,0.822593949,9.871127387000001,0.822593949,9.757554256,4.017204383999999,2.03,9.5,8,8,0,14500000
41,19.0,9.0,14.0,brick,1986.0,1.0,8.0,Koptevo,4787424.272,0.03845587,0.12209034699999999,4,6,4,0,7,no,no,13901,59120,23938,6507,6566,3.400883827,2.3341983969999998,22.68646215,1.8905385119999998,7.01624198,10.04288171,13.9,20.7,3,0,0,7700000
33,17.0,5.0,9.0,panel,1968.0,1.0,7.0,Kon'kovo,7811375.433999999,0.127002383,0.135649789,5,5,3,11,6,yes,no,16468,100062,36718,7517,7960,2.733903785,1.7505897030000002,20.82351667,1.735293056,4.675905193999999,12.31771285,11.33,28.99,4,6,1,6400000
42,27.0,2.0,5.0,panel,1963.0,2.0,5.0,Koptevo,4787424.272,0.03845587,0.12209034699999999,4,6,4,0,7,no,no,13901,59120,23938,6507,6566,1.6981138359999999,1.244281815,13.60918195,1.134098496,6.355534745,10.52935186,11.43,15.9,1,0,0,6680000
44,28.0,1.0,9.0,panel,1967.0,2.0,5.0,Zapadnoe Degunino,7632939.805,0.051843747999999995,0.43788524,3,3,0,5,3,yes,no,11996,51138,15676,5519,5735,2.3808069990000003,1.2675964709999998,11.5366633,0.9613886079999999,3.537126072,13.626518300000003,6.03,6.99,1,2,0,2000000
44,28.0,8.0,9.0,panel,1979.0,2.0,5.0,Kotlovka,3998216.265,0.25871247199999997,0.014423113999999999,1,1,0,3,4,no,no,8284,41476,14557,3977,3806,2.479274728,1.7644033819999998,16.22855804,1.352379837,10.25516989,7.219182847999999,5.52,4.74,1,2,1,7700000
42,26.0,1.0,5.0,brick,1974.0,2.0,5.0,Vnukovo,15319902.35,0.051548925999999995,0.036270089,1,1,1,1,1,no,no,2981,13457,4602,1491,1318,7.873233612000001,6.23445723,74.81348676,6.23445723,10.45707112,25.25436876,7.16,0.0,0,0,0,5000000
30,18.0,5.0,5.0,panel,1962.0,1.0,5.0,Lefortovo,8993640.418,0.066940871,0.306977489,4,4,5,7,14,yes,yes,10778,58895,20298,4993,5148,1.327827067,0.646958075,7.763496896,0.646958075,8.115126704,5.793348076,1.18,21.71,5,0,1,6700000
52,30.0,1.0,12.0,panel,1977.0,2.0,8.0,Bibirevo,6407578.1,0.189727117,6.99893e-05,5,5,1,16,1,no,no,21154,98207,36211,9576,10309,5.10878628,2.7425456969999997,33.74694673,2.812245561,0.19812116,16.30023934,21.67,0.0,0,2,0,3500000
40,19.0,7.0,12.0,brick,1989.0,1.0,9.0,Taganskoe,8087656.379,0.048011029000000004,0.007658515,5,10,3,19,56,yes,no,14715,71253,30774,6694,7077,2.065983331,1.375694781,10.79702292,0.89975191,10.75300781,3.123226728,5.45,0.0,22,10,3,10520000
